CustomerID;Gender;Age;Annual Income ($);Spending Score (1-5);Profession;Work Experience;Family Size
5333;Male;83;89819;3;Artist;4;2
5334;Female;88;104098;3;Healthcare;1;6
5335;Female;13;60771;3;Entertainment;1;7
5336;Male;33;76654;3;Artist;4;1
5337;Male;65;186673;3;Doctor;1;1
5338;Male;44;182748;3;Engineer;1;7
5339;Female;52;163612;3;Executive;0;5
5340;Male;62;185257;3;Artist;1;4
5341;Male;15;164520;3;Artist;1;7
5342;Female;65;92135;3;Homemaker;6;4
5343;Male;94;127927;3;Doctor;0;4
5344;Male;49;91290;3;Healthcare;7;7
5345;Female;6;122961;3;Doctor;8;2
5346;Male;81;141471;3;Artist;8;6
5347;Male;62;182631;3;Artist;5;3
5348;Female;32;181703;3;Lawyer;6;2
5349;Female;63;176783;3;Doctor;9;4
5350;Female;82;111077;3;Artist;9;7
5351;Female;99;84167;3;Artist;10;7
5352;Female;54;184815;3;Lawyer;6;3
5353;Male;56;131911;3;Healthcare;7;7
5354;Female;4;170403;3;Artist;4;5
5355;Female;58;51416;3;Engineer;7;5
5356;Male;17;125471;3;Engineer;7;1
5357;Male;76;82315;3;Engineer;6;1
5358;Male;80;93253;3;Artist;4;5
5359;Female;89;114858;3;Artist;10;1
5360;Female;5;126263;3;Marketing;6;3
5361;Female;79;123064;3;Artist;10;4
5362;Female;31;181773;3;Healthcare;8;1
5363;Female;68;91609;3;Entertainment;8;1
5364;Male;33;149609;3;Executive;9;2
5365;Male;43;50418;3;Healthcare;5;1
5366;Female;81;105255;3;Executive;8;3
5367;Female;68;85540;3;Homemaker;9;1
5368;Female;43;73915;3;Artist;11;2
5369;Female;20;113217;3;Lawyer;9;1
5370;Female;71;60209;3;Artist;1;3
5371;Female;52;133252;3;Artist;1;1
5372;Female;78;70689;3;Artist;1;4
5373;Male;64;55011;3;Artist;1;7
5374;Male;22;184443;3;Executive;3;7
5375;Male;62;186157;3;Healthcare;1;1
5376;Female;37;169381;3;Entertainment;0;4
5377;Male;68;110195;3;Homemaker;9;2
5378;Male;68;51468;3;Artist;0;3
5379;Female;73;180437;3;Entertainment;1;5
5380;Male;75;132993;3;Entertainment;8;2
5381;Male;88;138482;3;Marketing;8;4
5382;Male;94;112426;3;Engineer;9;6
5383;Female;52;164038;3;Engineer;5;4
5384;Male;4;180324;3;Artist;9;2
5385;Female;8;59116;3;Artist;10;6
5386;Female;18;134752;3;Engineer;6;5
5387;Male;46;137973;3;Healthcare;7;7
5388;Female;0;105935;3;Doctor;4;5
5389;Male;72;182317;3;Healthcare;8;6
5390;Female;87;128153;3;Artist;7;6
5391;Male;64;142612;3;Doctor;4;6
5392;Male;76;132537;3;Doctor;5;3
5393;Female;76;146308;3;Artist;5;1
5394;Female;55;66728;3;Healthcare;10;5
5395;Male;96;126225;3;Engineer;7;4
5396;Female;48;131656;3;Lawyer;9;6
5397;Female;70;108544;3;Entertainment;4;5
5398;Female;52;106530;3;Engineer;7;2
5399;Male;70;124359;3;Homemaker;7;7
5400;Male;31;67894;3;Doctor;9;1
5401;Female;14;153145;3;Healthcare;8;6
5402;Female;41;128960;3;Executive;9;4
5403;Female;52;55395;3;Marketing;10;1
5404;Female;2;153622;3;Lawyer;6;6
5405;Male;27;74050;3;Entertainment;8;1
5406;Female;47;75293;3;Doctor;6;7
5407;Female;71;184387;3;Artist;8;7
5408;Male;90;110610;3;Entertainment;5;2
5409;Female;31;38000;3;Entertainment;2;6
5410;Male;64;97000;3;Engineer;0;3
5411;Female;50;52000;3;Artist;0;4
5412;Female;27;71000;3;Healthcare;12;1
5413;Female;29;78000;3;Healthcare;0;4
5414;Female;31;25000;3;Engineer;1;1
5415;Female;49;88000;3;Artist;1;2
5416;Female;31;74000;3;Artist;1;1
5417;Female;50;18000;3;Marketing;1;1
5418;Male;47;95000;3;Artist;14;2
5419;Female;51;71000;3;Healthcare;9;4
5420;Male;69;8000;3;Doctor;8;2
5421;Female;27;57000;3;Artist;1;3
5422;Male;53;89000;3;Lawyer;1;6
5423;Male;70;84000;3;Artist;0;2
5424;Male;19;50000;3;Artist;9;2
5425;Female;67;50000;3;Lawyer;0;3
5426;Female;54;48000;3;Lawyer;1;2
5427;Male;63;63000;3;Lawyer;7;2
5428;Male;18;9000;3;Entertainment;0;2
5429;Female;43;3000;3;Doctor;0;2
5430;Female;68;82000;3;Artist;8;4
5431;Male;19;81000;3;Artist;0;4
5432;Female;32;97000;3;Homemaker;2;2
5433;Male;70;91000;3;Healthcare;8;2
5434;Female;47;9000;3;Entertainment;8;2
5435;Female;60;44000;3;Artist;0;5
5436;Female;60;10000;3;Healthcare;8;4
5437;Male;59;89000;3;Artist;0;4
5438;Male;26;49000;3;Homemaker;0;3
5439;Female;45;67000;3;Doctor;0;2
5440;Male;40;99000;3;Artist;4;3
5441;Female;23;97000;3;Engineer;2;2
5442;Female;49;98000;3;Engineer;1;1
5443;Male;57;52000;3;Healthcare;0;4
5444;Male;38;61000;3;Healthcare;6;3
5445;Male;67;120000;3;Artist;8;1
5446;Female;46;34000;3;Entertainment;8;4
5447;Female;21;24000;3;Marketing;1;3
5448;Male;48;31000;3;Healthcare;7;5
5449;Female;55;11000;3;Artist;0;3
5450;Female;22;55000;3;Artist;5;2
5451;Female;50;56000;3;Doctor;0;2
5452;Female;68;46000;3;Entertainment;0;3
5453;Male;18;36000;3;Artist;1;4
5454;Male;48;88000;3;Artist;1;2
5455;Female;40;31000;3;Entertainment;1;2
5456;Female;32;24000;3;Artist;0;1
5457;Male;24;80000;3;Artist;10;1
5458;Female;47;2000;3;Artist;0;1
5459;Female;27;67000;3;Artist;0;2
5460;Male;48;58000;3;Doctor;1;2
5461;Male;20;80000;3;Engineer;3;3
5462;Female;23;65000;3;Artist;0;4
5463;Female;49;4000;3;Executive;1;7
5464;Male;67;98000;3;Artist;0;3
5465;Male;26;52000;3;Executive;0;5
5466;Male;49;86000;3;Healthcare;10;2
5467;Female;21;82000;3;Doctor;1;2
5468;Female;66;43000;3;Homemaker;3;2
5469;Male;54;78000;3;Lawyer;1;1
5470;Male;68;13000;3;Healthcare;6;5
5471;Male;66;13000;3;Healthcare;9;3
5472;Male;65;34000;3;Entertainment;4;4
5473;Female;19;25000;3;Artist;0;1
5474;Female;38;71000;3;Doctor;1;5
5475;Male;19;2000;3;Artist;1;1
5476;Female;18;97000;3;Executive;0;3
5477;Female;19;51000;3;Executive;8;4
5478;Female;63;9000;3;Lawyer;1;1
5479;Female;49;79000;3;Artist;0;2
5480;Female;51;84000;3;Engineer;2;7
5481;Female;50;87000;3;Artist;1;2
5482;Male;27;36000;3;Executive;0;3
5483;Female;38;50000;3;Executive;1;4
5484;Female;40;97000;3;Engineer;9;4
5485;Female;28;62000;3;Doctor;5;3
5486;Female;62;63000;3;Entertainment;0;2
5487;Female;63;10000;3;Healthcare;8;3
5488;Male;79;20000;3;Doctor;6;2
5489;Female;95;72000;3;Engineer;4;2
5490;Male;43;33000;3;Artist;4;3
5491;Female;40;83000;3;Homemaker;4;1
5492;Female;6;93000;3;Lawyer;8;2
5493;Female;4;84000;3;Artist;9;1
5494;Female;77;47000;3;Artist;0;6
5495;Male;59;85000;3;Lawyer;4;2
5496;Female;37;18000;3;Artist;1;2
5497;Female;52;43000;3;Artist;1;3
5498;Male;86;59000;3;Artist;0;1
5499;Female;73;31000;3;Healthcare;1;2
5500;Female;93;19000;3;Engineer;1;3
5501;Female;66;69000;3;Executive;9;3
5502;Male;62;87000;3;Doctor;6;2
5503;Male;66;182937;3;Marketing;8;1
5504;Female;27;68272;3;Healthcare;8;4
5505;Female;91;102861;3;Artist;4;1
5506;Female;37;92313;3;Healthcare;1;5
5507;Female;67;116126;3;Entertainment;10;2
5508;Female;76;68292;3;Artist;8;2
5509;Female;99;184426;3;Artist;9;1
5510;Male;20;184324;3;Marketing;13;5
5511;Female;37;148544;3;Entertainment;1;2
5512;Female;72;98168;3;Entertainment;1;2
5513;Male;85;140478;3;Doctor;6;4
5514;Female;73;165734;3;Entertainment;0;1
5515;Female;10;184522;3;Artist;0;2
5516;Male;78;184736;3;Lawyer;13;1
5517;Female;8;119104;3;Entertainment;14;3
5518;Male;13;178989;3;Doctor;14;3
5519;Male;79;166335;3;Engineer;5;5
5520;Male;80;59099;3;Marketing;1;7
5521;Female;78;166492;3;Homemaker;9;7
5522;Male;31;158479;3;Doctor;1;5
5523;Female;24;78223;3;Lawyer;0;1
5524;Male;3;133602;3;Artist;1;1
5525;Male;11;88452;3;Healthcare;8;6
5526;Male;74;128266;3;Engineer;7;4
5527;Female;48;123234;3;Lawyer;10;7
5528;Male;84;53500;3;Marketing;3;4
5529;Female;47;124072;3;Lawyer;0;7
5530;Male;56;53231;3;Marketing;0;5
5531;Female;70;111760;3;Executive;12;5
5532;Male;86;98463;3;Homemaker;10;5
5533;Male;97;104582;3;Healthcare;8;2
5534;Female;28;79968;3;Lawyer;9;2
5535;Male;32;104824;3;Artist;0;7
5536;Female;34;154888;3;Healthcare;9;6
5537;Male;22;58283;3;Homemaker;2;4
5538;Female;34;135115;3;Entertainment;1;7
5539;Male;95;121725;3;Artist;12;3
5540;Female;17;167060;3;Artist;1;5
5541;Female;41;161896;3;Entertainment;1;3
5542;Female;66;134677;3;Healthcare;15;5
5543;Female;47;104834;3;Artist;0;7
5544;Female;11;162287;3;Engineer;3;2
5545;Female;68;171761;3;Doctor;1;6
5546;Male;56;162921;3;Executive;0;4
5547;Female;96;186882;3;Entertainment;1;7
5548;Female;7;148607;3;Homemaker;1;7
5549;Female;69;123925;3;Artist;1;7
5550;Female;34;58979;3;Entertainment;9;5
5551;Male;83;135268;3;Lawyer;4;5
5552;Female;71;177359;3;Doctor;6;2
5553;Male;42;149936;3;Artist;15;3
5554;Female;49;83788;3;Doctor;15;1
5555;Female;15;58639;3;Entertainment;5;7
5556;Male;91;97879;3;Entertainment;15;7
5557;Female;96;145457;3;Executive;2;1
5558;Female;55;165501;3;Artist;10;4
5559;Male;58;123083;3;Entertainment;6;5
5560;Male;79;86235;3;Artist;0;2
5561;Female;91;82535;3;Healthcare;0;1
5562;Male;63;113605;3;Artist;3;3
5563;Female;61;143180;3;Artist;0;5
5564;Female;67;160945;3;Healthcare;0;5
5565;Female;36;166007;3;Doctor;1;4
5566;Male;49;106633;3;Artist;0;3
5567;Male;49;81084;3;Executive;6;5
5568;Male;53;148759;3;Doctor;7;7
5569;Male;15;157278;3;Artist;0;6
5570;Female;93;93991;3;Artist;1;3
5571;Female;65;58318;3;Doctor;1;1
5572;Male;71;84622;3;Doctor;0;6
5573;Male;1;92674;3;Artist;8;4
5574;Male;96;136265;3;Artist;12;5
5575;Female;52;109425;3;Engineer;0;1
5576;Female;3;126015;3;Healthcare;0;1
5577;Male;42;60982;3;Healthcare;0;5
5578;Male;22;114011;3;Engineer;5;7
5579;Female;60;186069;3;Marketing;1;2
5580;Male;83;73410;3;Entertainment;8;5
5581;Female;71;64310;3;Marketing;2;1
5582;Male;36;173807;3;Artist;0;2
5583;Female;41;118122;3;Entertainment;0;6
5584;Female;33;189630;3;Executive;5;5
5585;Male;19;101799;3;Engineer;1;1
5586;Female;91;162465;3;Engineer;9;3
5587;Female;43;53832;3;Entertainment;4;1
5588;Female;30;140190;3;Engineer;1;4
5589;Male;37;149103;3;Healthcare;10;1
5590;Female;14;50396;3;Lawyer;0;6
5591;Female;17;63557;3;Marketing;1;1
5592;Female;98;87878;3;Artist;1;6
5593;Male;3;55634;3;Engineer;8;3
5594;Female;4;106816;3;Artist;7;5
5595;Male;56;104600;3;Entertainment;6;3
5596;Male;91;50250;3;Artist;0;2
5597;Male;94;188107;3;Engineer;10;2
5598;Female;95;117763;3;Artist;1;2
5599;Male;70;152069;3;Entertainment;4;4
5600;Female;61;140516;3;Artist;0;3
5601;Female;61;163509;3;Healthcare;0;4
5602;Female;72;75884;3;Executive;0;7
5603;Female;89;157759;3;Artist;1;6
5604;Female;37;184813;3;Executive;0;2
5605;Male;59;187253;3;Executive;8;7
5606;Male;85;150765;3;Homemaker;8;2
5607;Female;19;117477;3;Healthcare;6;7
5608;Female;60;169346;3;Healthcare;7;2
5609;Female;4;75853;3;Homemaker;4;5
5610;Male;7;119362;3;Engineer;8;1
5611;Female;3;147548;3;Executive;4;5
5612;Male;63;85351;3;Healthcare;0;2
5613;Male;76;90082;3;Healthcare;1;6
5614;Female;62;185388;3;Healthcare;0;2
5615;Female;38;176551;3;Healthcare;8;1
5616;Male;2;164248;3;Entertainment;9;3
5617;Female;0;121926;3;Lawyer;7;1
5618;Female;11;143047;3;Executive;1;3
5619;Male;85;142723;3;Engineer;0;6
5620;Female;64;153607;3;Healthcare;1;4
5621;Female;93;73642;3;Marketing;0;3
5622;Female;12;170319;3;Artist;8;7
5623;Male;90;58289;3;Artist;5;6
5624;Female;82;146118;3;Marketing;8;7
5625;Male;97;175996;3;Entertainment;10;4
5626;Male;25;128258;3;Executive;0;2
5627;Female;58;135705;3;Engineer;8;7
5628;Female;93;88192;3;Marketing;10;2
5629;Male;3;144103;3;Healthcare;8;7
5630;Female;47;157661;3;Healthcare;6;6
5631;Male;16;172601;3;Marketing;4;6
5632;Female;19;120215;3;Homemaker;7;2
5633;Male;76;111717;3;Healthcare;1;2
5634;Female;14;153842;3;Artist;1;3
5635;Male;82;114776;3;Entertainment;10;3
5636;Female;29;80098;3;Lawyer;10;6
5637;Female;64;157207;3;Healthcare;0;4
5638;Female;55;90558;3;Healthcare;8;2
5639;Female;81;111174;3;Entertainment;9;6
5640;Female;97;168898;3;Homemaker;8;7
5641;Male;89;130431;3;Healthcare;6;3
5642;Male;59;161091;3;Engineer;9;1
5643;Male;32;186897;3;Healthcare;1;7
5644;Female;98;109061;3;Engineer;6;1
5645;Female;59;108675;3;Artist;4;5
5646;Female;12;87365;3;Marketing;1;2
5647;Male;39;140099;3;Lawyer;0;7
5648;Male;36;55109;3;Artist;8;3
5649;Female;12;67613;3;Entertainment;1;2
5650;Female;60;185306;3;Entertainment;0;2
5651;Female;92;114571;3;Executive;1;3
5652;Female;50;69814;3;Artist;9;2
5653;Male;33;158335;3;Healthcare;2;5
5654;Male;8;74253;3;Lawyer;1;6
5655;Male;67;119625;3;Healthcare;4;4
5656;Male;83;87529;3;Artist;9;7
5657;Male;14;164659;3;Entertainment;1;6
5658;Male;88;83535;3;Artist;1;5
5659;Female;1;150174;3;Artist;2;2
5660;Female;45;55472;3;Healthcare;1;3
5661;Male;93;88811;3;Engineer;0;4
5662;Female;35;165772;3;Healthcare;1;4
5663;Male;37;99872;3;Entertainment;11;3
5664;Female;46;171921;3;Artist;1;6
5665;Female;78;64057;3;Doctor;0;3
5666;Female;22;163585;3;Artist;9;5
5667;Female;50;181270;3;Artist;1;1
5668;Male;8;104953;3;Doctor;1;6
5669;Male;63;131122;3;Artist;9;6
5670;Male;45;73892;3;Doctor;1;4
5671;Female;30;78821;3;Lawyer;1;4
5672;Male;28;130267;3;Engineer;8;4
5673;Male;87;141383;3;Lawyer;7;5
5674;Female;33;67874;3;Artist;0;2
5675;Female;53;135341;3;Healthcare;10;2
5676;Female;47;129019;3;Healthcare;0;3
5677;Male;53;107879;3;Doctor;1;6
5678;Male;89;63379;3;Artist;12;7
5679;Female;27;156258;3;Entertainment;0;4
5680;Male;70;67874;3;Entertainment;9;3
5681;Female;86;159964;3;Engineer;5;6
5682;Female;99;103706;3;Entertainment;1;2
5683;Female;65;90414;3;Artist;1;5
5684;Female;30;139758;3;Lawyer;0;6
5685;Female;96;91226;3;Healthcare;0;5
5686;Male;56;119296;3;Engineer;0;7
5687;Female;30;126306;3;Artist;0;1
5688;Male;13;100647;3;Executive;1;3
5689;Female;2;105391;3;Executive;1;7
5690;Female;78;175179;3;Executive;9;4
5691;Female;25;156793;3;Marketing;2;4
5692;Female;74;56848;3;Artist;5;1
5693;Male;8;148450;3;Healthcare;0;6
5694;Female;36;109895;3;Healthcare;5;2
5695;Female;57;73845;3;Artist;1;7
5696;Male;92;89531;3;Healthcare;6;2
5697;Male;62;144242;3;Entertainment;1;4
5698;Female;57;143021;3;Executive;5;4
5699;Female;13;104512;3;Marketing;9;3
5700;Male;63;147278;3;Lawyer;0;4
5701;Female;89;151176;3;Healthcare;1;2
5702;Female;21;136747;3;Healthcare;1;1
5703;Female;74;76149;3;Artist;9;6
5704;Female;44;185550;3;Artist;0;1
5705;Female;80;90142;3;Lawyer;1;2
5706;Male;95;178228;3;Engineer;1;2
5707;Female;55;71322;3;Entertainment;1;6
5708;Female;93;62590;3;Artist;9;6
5709;Female;10;143313;3;Doctor;4;7
5710;Male;82;139008;3;Artist;1;4
5711;Male;83;126669;3;Artist;1;6
5712;Male;1;79800;3;Artist;0;1
5713;Female;32;110846;3;Artist;0;2
5714;Female;93;151468;3;Artist;1;5
5715;Male;1;182927;3;Healthcare;1;1
5716;Female;62;175534;3;Artist;1;6
5717;Male;22;126543;3;Homemaker;0;3
5718;Female;87;177260;3;Entertainment;14;2
5719;Male;44;156823;3;Healthcare;9;5
5720;Female;27;183201;3;Engineer;8;6
5721;Female;95;84925;3;Artist;4;6
5722;Male;89;69719;3;Artist;9;2
5723;Male;41;156014;3;Doctor;14;5
5724;Female;3;167226;3;Homemaker;3;1
5725;Female;58;78795;3;Engineer;0;6
5726;Female;5;133400;3;Engineer;0;6
5727;Female;25;163966;3;Lawyer;1;5
5728;Female;46;127911;3;Homemaker;9;2
5729;Male;63;77440;3;Lawyer;0;5
5730;Female;24;86119;3;Artist;1;6
5731;Female;5;100056;3;Entertainment;1;3
5732;Male;7;66686;3;Artist;8;7
5733;Female;71;74696;3;Doctor;1;6
5734;Male;23;65641;3;Entertainment;4;5
5735;Male;11;166361;3;Engineer;6;4
5736;Male;2;175208;3;Executive;8;4
5737;Female;35;97721;3;Engineer;0;7
5738;Female;75;86297;3;Executive;9;4
5739;Female;40;116001;3;Engineer;1;4
5740;Male;34;76979;3;Lawyer;1;3
5741;Male;81;50798;3;Artist;10;5
5742;Female;61;146350;3;Artist;1;3
5743;Female;83;187643;3;Artist;1;1
5744;Male;97;128723;3;Artist;4;5
5745;Male;18;77873;3;Executive;6;5
5746;Male;50;168898;3;Artist;9;7
5747;Male;69;185067;3;Lawyer;5;4
5748;Female;82;82060;3;Healthcare;7;1
5749;Female;97;133614;3;Artist;7;4
5750;Female;23;127971;3;Artist;1;5
5751;Male;73;93786;3;Entertainment;3;1
5752;Male;36;75178;3;Entertainment;1;7
5753;Female;83;52590;3;Healthcare;0;4
5754;Male;96;67799;3;Entertainment;1;6
5755;Female;50;117076;3;Doctor;1;2
5756;Male;97;148493;3;Doctor;4;7
5757;Female;11;147258;3;Lawyer;10;2
5758;Male;73;173466;3;Entertainment;10;5
5759;Female;82;62951;3;Lawyer;8;2
5760;Female;13;140673;3;Artist;6;7
5761;Female;77;147306;3;Healthcare;6;6
5762;Male;5;112884;3;Healthcare;0;6
5763;Female;47;121267;3;Engineer;1;1
5764;Female;34;105448;3;Artist;0;5
5765;Female;91;53788;3;Doctor;0;2
5766;Female;62;106982;3;Entertainment;1;7
5767;Female;12;98532;3;Doctor;0;6
5768;Male;73;154837;3;Executive;8;4
5769;Female;53;145678;3;Executive;0;1
5770;Female;50;136660;3;Entertainment;1;3
5771;Male;29;145934;3;Marketing;10;2
5772;Female;54;119223;3;Lawyer;10;7
5773;Female;14;76001;3;Artist;7;3
5774;Male;74;51260;3;Entertainment;5;5
5775;Male;21;159572;3;Healthcare;5;5
5776;Female;49;176954;3;Artist;5;6
5777;Female;55;123045;3;Engineer;7;3
5778;Female;25;173043;3;Artist;8;6
5779;Female;97;125731;3;Artist;6;4
5780;Female;7;135773;3;Artist;9;5
5781;Male;54;136417;3;Healthcare;9;6
5782;Female;84;143567;3;Artist;7;2
5783;Female;49;85374;3;Artist;8;5
5784;Female;94;183643;3;Artist;5;5
5785;Female;72;63128;3;Engineer;8;7
5786;Female;97;170133;3;Engineer;5;5
5787;Female;25;165978;3;Artist;7;3
5788;Male;94;119189;3;Artist;9;3
5789;Female;48;157003;3;Engineer;5;4
5790;Male;33;157358;3;Healthcare;7;4
5791;Male;38;174594;3;Executive;8;2
5792;Female;30;73107;3;Artist;9;1
5793;Female;87;95853;3;Healthcare;9;1
5794;Male;26;144832;3;Artist;5;3
5795;Male;29;132297;3;Entertainment;8;1
5796;Female;7;170345;3;Executive;9;5
5797;Female;13;129659;3;Entertainment;6;7
5798;Female;4;181471;3;Healthcare;10;4
5799;Female;42;152547;3;Artist;7;4
5800;Female;60;99222;3;Artist;1;6
5801;Female;79;119435;3;Entertainment;0;7
5802;Female;34;100621;3;Healthcare;1;1
5803;Male;10;116521;3;Doctor;0;2
5804;Male;96;172039;3;Lawyer;0;6
5805;Male;88;92247;3;Marketing;0;6
5806;Female;0;94014;3;Engineer;9;5
5807;Male;6;169299;3;Marketing;1;5
5808;Male;2;119097;3;Healthcare;0;7
5809;Male;37;87764;3;Engineer;9;7
5810;Female;41;102543;3;Artist;7;3
5811;Female;96;102788;3;Artist;0;1
5812;Female;96;124550;3;Marketing;0;3
5813;Male;6;107117;3;Artist;1;3
5814;Male;33;109223;3;Engineer;1;5
5815;Male;72;143169;3;Engineer;0;4
5816;Female;19;181795;3;Healthcare;3;5
5817;Female;48;186445;3;Engineer;0;1
5818;Male;44;145520;3;Homemaker;1;7
5819;Female;79;178576;3;Executive;5;5
5820;Female;42;72415;3;Marketing;0;5
5821;Male;8;144830;3;Artist;0;1
5822;Female;14;177701;3;Entertainment;0;6
5823;Female;53;146877;3;Healthcare;4;3
5824;Female;94;86172;3;Artist;4;4
5825;Male;64;130055;3;Healthcare;2;1
5826;Male;99;162762;3;Healthcare;1;1
5827;Female;66;99902;3;Engineer;10;2
5828;Female;1;165711;3;Artist;1;2
5829;Male;73;97455;3;Lawyer;6;4
5830;Female;34;93866;3;Entertainment;9;2
5831;Female;23;186723;3;Entertainment;8;5
5832;Female;47;69024;3;Healthcare;4;5
5833;Male;81;171194;3;Artist;0;5
5834;Male;96;97705;3;Homemaker;8;2
5835;Male;24;119238;3;Artist;1;3
5836;Male;67;89366;3;Healthcare;9;3
5837;Female;55;95975;3;Executive;0;1
5838;Female;52;165573;3;Healthcare;0;7
5839;Male;83;180887;3;Entertainment;1;1
5840;Female;90;113460;3;Lawyer;1;7
5841;Female;57;163473;3;Artist;0;1
5842;Male;83;89819;3;Artist;4;2
5843;Female;88;104098;3;Healthcare;1;6
5844;Female;13;60771;3;Entertainment;1;7
5845;Male;33;76654;3;Artist;4;1
5846;Male;65;186673;3;Doctor;1;1
5847;Male;44;182748;3;Engineer;1;7
5848;Female;52;163612;3;Executive;0;5
5849;Male;62;185257;3;Artist;1;4
5850;Male;15;164520;3;Artist;1;7
5851;Female;65;92135;3;Homemaker;6;4
5852;Male;94;127927;3;Doctor;0;4
5853;Male;49;91290;3;Healthcare;7;7
5854;Female;6;122961;3;Doctor;8;2
5855;Male;81;141471;3;Artist;8;6
5856;Male;62;182631;3;Artist;5;3
5857;Female;32;181703;3;Lawyer;6;2
5858;Female;63;176783;3;Doctor;9;4
5859;Female;82;111077;3;Artist;9;7
5860;Female;99;84167;3;Artist;10;7
5861;Female;54;184815;3;Lawyer;6;3
5862;Male;56;131911;3;Healthcare;7;7
5863;Female;4;170403;3;Artist;4;5
5864;Female;58;51416;3;Lawyer;7;5
5865;Male;17;125471;3;Engineer;7;1
5866;Male;76;82315;3;Engineer;6;1
5867;Male;80;93253;3;Artist;4;5
5868;Female;89;114858;3;Artist;10;1
5869;Female;5;126263;3;Marketing;6;3
5870;Female;79;123064;3;Artist;10;4
5871;Female;31;181773;3;Healthcare;8;1
5872;Female;68;91609;3;Entertainment;8;1
5873;Male;33;149609;3;Executive;9;2
5874;Male;43;50418;3;Healthcare;5;1
5875;Female;81;105255;3;Executive;8;3
5876;Female;68;85540;3;Homemaker;9;1
5877;Female;43;73915;3;Artist;11;2
5878;Female;20;113217;3;Lawyer;9;1
5879;Female;71;60209;3;Artist;1;3
5880;Female;52;133252;3;Artist;1;1
5881;Female;78;70689;3;Artist;1;4
5882;Male;64;55011;3;Artist;1;7
5883;Male;22;184443;3;Executive;3;7
5884;Male;62;186157;3;Healthcare;1;1
5885;Female;37;169381;3;Entertainment;0;4
5886;Male;68;110195;3;Homemaker;9;2
5887;Male;68;51468;3;Artist;0;3
5888;Female;73;180437;3;Entertainment;1;5
5889;Male;75;132993;3;Entertainment;8;2
5890;Male;88;138482;3;Marketing;8;4
5891;Male;94;112426;3;Engineer;9;6
5892;Female;52;164038;3;Lawyer;5;4
5893;Male;4;180324;3;Artist;9;2
5894;Female;8;59116;3;Artist;10;6
5895;Female;18;134752;3;Engineer;6;5
5896;Male;46;137973;3;Healthcare;7;7
5897;Female;0;105935;3;Doctor;4;5
5898;Male;72;182317;3;Healthcare;8;6
5899;Female;87;128153;3;Artist;7;6
5900;Male;64;142612;3;Doctor;4;6
5901;Male;76;132537;3;Doctor;5;3
5902;Female;76;146308;3;Artist;5;1
5903;Female;55;66728;3;Healthcare;10;5
5904;Male;96;126225;3;Engineer;7;4
5905;Female;48;131656;3;Lawyer;9;6
5906;Female;70;108544;3;Entertainment;4;5
5907;Female;52;106530;3;Engineer;7;2
5908;Male;70;124359;3;Homemaker;7;7
5909;Male;31;67894;3;Doctor;9;1
5910;Female;14;153145;3;Healthcare;8;6
5911;Female;41;128960;3;Executive;9;4
5912;Female;52;55395;3;Marketing;10;1
5913;Female;2;153622;3;Lawyer;6;6
5914;Male;27;74050;3;Entertainment;8;1
5915;Female;47;75293;3;Doctor;6;7
5916;Female;71;184387;3;Artist;8;7
5917;Male;90;110610;3;Entertainment;5;2
5918;Female;31;38000;3;Entertainment;2;6
5919;Male;64;97000;3;Engineer;0;3
5920;Female;50;52000;3;Artist;0;4
5921;Female;27;71000;3;Healthcare;12;1
5922;Female;29;78000;3;Healthcare;0;4
5923;Female;31;25000;3;Engineer;1;1
5924;Female;49;88000;3;Artist;1;2
5925;Female;31;74000;3;Artist;1;1
5926;Female;50;18000;3;Marketing;1;1
5927;Male;47;95000;3;Artist;14;2
5928;Female;51;71000;3;Healthcare;9;4
5929;Male;69;8000;3;Doctor;8;2
5930;Female;27;57000;3;Artist;1;3
5931;Male;53;89000;3;Lawyer;1;6
5932;Male;70;84000;3;Artist;0;2
5933;Male;19;50000;3;Artist;9;2
5934;Female;67;50000;3;Lawyer;0;3
5935;Female;54;48000;3;Lawyer;1;2
5936;Male;63;63000;3;Lawyer;7;2
5937;Male;18;9000;3;Entertainment;0;2
5938;Female;43;3000;3;Doctor;0;2
5939;Female;68;82000;3;Artist;8;4
5940;Male;19;81000;3;Artist;0;4
5941;Female;32;97000;3;Homemaker;2;2
5942;Male;70;91000;3;Healthcare;8;2
5943;Female;47;9000;3;Entertainment;8;2
5944;Female;60;44000;3;Artist;0;5
5945;Female;60;10000;3;Healthcare;8;4
5946;Male;59;89000;3;Artist;0;4
5947;Male;26;49000;3;Homemaker;0;3
5948;Female;45;67000;3;Doctor;0;2
5949;Male;40;99000;3;Artist;4;3
5950;Female;23;97000;3;Engineer;2;2
5951;Female;49;98000;3;Engineer;1;1
5952;Male;57;52000;3;Healthcare;0;4
5953;Male;38;61000;3;Healthcare;6;3
5954;Male;67;120000;3;Artist;8;1
5955;Female;46;34000;3;Entertainment;8;4
5956;Female;21;24000;3;Marketing;1;3
5957;Male;48;31000;3;Healthcare;7;5
5958;Female;55;11000;3;Artist;0;3
5959;Female;22;55000;3;Artist;5;2
5960;Female;50;56000;3;Doctor;0;2
5961;Female;68;46000;3;Entertainment;0;3
5962;Male;18;36000;3;Artist;1;4
5963;Male;48;88000;3;Artist;1;2
5964;Female;40;31000;3;Entertainment;1;2
5965;Female;32;24000;3;Artist;0;1
